Hugo	Patient-01	Patient-02
ARHGEF11	1247.0	685.0
ARHGEF12	2219.0	2109.0
ARHGEF15	334.0	136.0
ARHGEF16	1003.0	1279.0
ARHGEF17	2284.0	752.0
ARHGEF18	4112.0	902.0
ARHGEF19	1582.0	1498.0
ARHGEF1	8760.0	2190.0
ARHGEF2	2021.0	1338.0
ARHGEF33	13.0	19.0
ARHGEF35	962.0	91.0
ARHGEF37	713.0	98.0
ARHGEF38	0.0	1.0
ARHGEF3	616.0	3727.0
ARHGEF4	1169.0	742.0
ARHGEF5	1130.0	391.0
ARHGEF6	331.0	331.0
ARHGEF7	1778.0	1497.0
ARHGEF9	752.0	247.0
ARID1A	2119.0	1485.0
ARID1B	1667.0	1524.0
ARID2	481.0	1504.0
ARID3A	115.0	344.0
ARID3B	144.0	206.0
ARID3C	1.0	4.0
ARID4A	303.0	378.0
ARID4B	900.0	1141.02
ARID5A	1441.0	1070.0
ARID5B	1758.0	1180.0
ARIH1	1373.0	3506.0
ARIH2	1689.0	2781.89
ARL10	35.0	34.0
ARL11	207.0	199.0
ARL13A	3.0	6.0
ARL13B	265.0	970.0
ARL14	276.0	9.0
ARL15	159.0	561.0
ARL16	1559.0	2667.0
ARL17A	64.14	236.3
ARL17B	1.06	10.63
ARL1	2358.0	12735.0
ARL2BP	2317.0	14727.0
ARL2	4308.0	3536.0
ARL3	1623.0	3328.0
ARL4A	664.0	8172.0
ARL4C	3439.0	3701.0
ARL4D	1138.0	3378.0
ARL5A	1181.0	4806.0
ARL5B	62.0	2865.0
ARL5C	0.0	0.0
ARL6IP1	4709.0	37370.0
ARL6IP4	6898.0	10998.0
ARL6IP5	3505.0	9250.0
ARL6IP6	569.0	5780.0
ARL6	97.0	462.0
ARL8A	2345.0	1226.0
ARL8B	2212.0	10180.0
ARL9	37.0	18.0
ARMC10	1254.68	2643.27
ARMC1	1063.0	8894.0
ARMC2	51.0	196.0
ARMC3	1.0	1.0
ARMC4	11.0	2.0
ARMC5	1338.0	349.0
ARMC6	1048.0	2410.98
ARMC7	751.0	571.0
ARMC8	800.0	3147.0
ARMC9	748.0	693.0
ARMCX1	726.0	980.0
ARMCX2	631.0	733.0
ARMCX3	1569.0	2136.0
ARMCX5	326.0	812.0
ARMCX6	307.0	610.0
ARMS2	4.0	1.0
ARNT2	357.0	501.0
ARNTL2	772.0	6318.0
ARNTL	246.0	1123.0
ARNT	1201.0	2018.0
ARPC1A	5539.61	13221.0
ARPC1B	20861.39	7846.0
ARPC2	18204.0	45426.0
ARPC3	9007.0	30018.0
ARPC4	8000.32	19097.73
ARPC5L	4643.0	5072.0
ARPC5	8859.0	38825.0
ARPM1	126.0	160.0
ARPP19	3043.0	29196.0
ARPP21	248.0	9.0
ARR3	0.0	0.0
ARRB1	503.0	293.0
ARRB2	1178.0	1820.0
ARRDC1	2098.0	1829.0
ARRDC2	1591.0	621.0
ARRDC3	1446.0	14480.0
ARRDC4	586.0	1506.0
ARRDC5	3.0	4.0
ARSA	1801.0	1202.0
ARSB	634.0	759.0
ARSD	1644.0	696.0
ARSE	341.0	98.0
ARSF	30.0	0.0
ARSG	83.0	127.0
ARSH	1.0	0.0
ARSI	2733.0	928.0
ARSJ	358.0	2849.0
ARSK	293.0	935.0
ART1	1.0	0.0
ART3	11.0	21.0
ART4	0.0	3.0
ART5	5.0	0.0
ARTN	87.0	861.0
ARV1	480.0	1999.0
ARVCF	696.0	535.0
ARX	6.0	0.0
AR	0.0	3.0
AS3MT	407.0	1262.0
ASAH1	1770.0	4652.0
ASAH2B	1.0	145.0
ASAH2	5.0	16.0
ASAM	225.0	1679.0
ASAP1IT1	0.0	1.0
ASAP1	1072.0	1181.0
ASAP2	1396.0	2149.0
ASAP3	1100.0	346.0
ASB10	23.0	1.0
ASB11	1.0	1.0
ASB12	13.0	1.0
ASB13	1051.0	3087.0
ASB14	11.0	4.0
ASB15	4.0	1.0
ASB16	16.18	12.05
ASB17	0.0	0.0
ASB18	0.0	0.0
ASB1	833.72	2103.61
ASB2	423.0	1990.0
ASB3	420.0	1196.0
ASB4	1.0	1.0
ASB5	359.0	172.0
ASB6	1652.41	1280.93
ASB7	571.0	1324.0
ASB8	828.0	1173.0
ASB9	34.0	558.0
ASCC1	1166.0	3938.0
ASCC2	2464.0	3513.0
ASCC3	1310.0	3189.0
ASCL1	11.0	0.0
ASCL2	631.0	31.0
ASCL3	0.0	0.0
ASCL4	6.0	6.0
ASF1A	536.0	2667.0
ASF1B	1039.0	3351.0
ASFMR1	0.0	0.0
ASGR1	74.0	134.0
ASGR2	14.0	43.0
ASH1L	1080.34	1062.66
ASH2L	962.0	2187.0
ASIP	5.0	0.0
ASL	1570.0	3216.0
ASMTL	829.55	1006.0
ASMT	3.0	17.0
ASNA1	3204.0	12851.0
ASNSD1	1144.0	6836.0
ASNS	658.0	2895.0
ASPA	7.0	1.0
ASPDH	0.0	9.0
ASPG	43.0	89.0
ASPHD1	397.0	285.0
ASPHD2	222.0	704.0
ASPH	4560.83	13005.83
ASPM	430.0	1744.0
ASPN	4902.0	5622.0
ASPRV1	93.27	2466.38
ASPSCR1	990.0	1138.0
ASRGL1	60.0	29.0
ASS1	2387.0	3945.0
ASTE1	279.72	925.96
ASTL	2.0	0.0
ASTN1	130.0	1.0
ASTN2	70.0	311.0
ASXL1	2631.0	2131.0
ASXL2	100.0	972.0
ASXL3	5.0	2.0
ASZ1	0.0	0.0
ATAD1	1289.0	3096.0
ATAD2B	282.0	447.0
ATAD2	954.0	2812.0
ATAD3A	2112.0	1730.0
ATAD3B	471.0	880.0
ATAD3C	93.0	103.0
ATAD5	98.0	471.0
ATCAY	8.0	1.0
ATE1	56.0	397.0
ATF1	475.0	4033.0
ATF2	255.0	1564.0
ATF3	960.0	1778.0
ATF4	11142.0	24019.0
ATF5	3958.0	1554.0
ATF6B	5056.0	3163.0
ATF6	1590.0	3869.0
ATF7IP2	217.0	240.0
ATF7IP	1181.0	1361.0
ATF7	1300.0	1373.4
ATG10	360.0	524.0
ATG12	1226.0	4082.0
ATG16L1	867.0	2527.0
ATG16L2	604.1	234.2
ATG2A	1766.0	409.0
ATG2B	745.0	805.0
ATG3	1840.0	4784.0
ATG4A	548.0	2141.0
ATG4B	2602.0	2087.0
ATG4C	224.0	939.0
ATG4D	1108.17	1013.42
ATG5	1801.0	9838.0
ATG7	1250.32	2343.25
ATG9A	4805.09	2173.22
ATG9B	219.09	33.41
ATHL1	5719.0	1934.0
ATIC	3478.0	5727.0
ATL1	399.0	652.0
ATL2	1286.0	4228.0
ATL3	1060.0	4232.0
ATMIN	2040.0	6589.0
ATM	859.0	1310.0
ATN1	7271.0	1794.0
ATOH1	0.0	0.0
ATOH7	1.0	0.0
ATOH8	183.0	47.0
ATOX1	2539.0	3808.0
ATP10A	567.0	144.0
ATP10B	101.0	12.0
ATP10D	1119.0	1136.0
ATP11A	668.0	527.0
ATP11B	1120.0	3671.0
ATP11C	400.0	1383.0
ATP12A	95.0	9.0
ATP13A1	2164.0	1513.0
ATP13A2	2371.0	1715.0
ATP13A3	1754.0	8534.0
ATP13A4	30.0	15.0
ATP13A5	1.0	56.0
ATP1A1	13865.98	26319.95
ATP1A2	378.0	18.0
ATP1A3	86.0	2.0
ATP1A4	3.0	0.0
ATP1B1	11584.4	6094.41
ATP1B2	46.0	9.0
ATP1B3	10414.0	35933.0
ATP1B4	38.0	4.0
ATP2A1	228.09	8.0
ATP2A2	12971.0	12085.0
ATP2A3	1374.0	307.0
ATP2B1	757.0	3161.0
ATP2B2	6.0	20.0
ATP2B3	0.0	5.0
ATP2B4	5987.0	2735.0
ATP2C1	4477.28	15122.04
ATP2C2	628.0	1353.0
ATP4A	1.0	0.0
ATP4B	1.0	3.0
ATP5A1	9851.0	29532.0
ATP5B	21247.0	57738.0
ATP5C1	5841.0	28757.0
ATP5D	2924.0	4351.0
ATP5EP2	773.0	2151.0
ATP5E	13060.0	26765.0
ATP5F1	4551.0	32593.0
ATP5G1	2483.0	11388.0
ATP5G2	9453.0	20496.0
ATP5G3	7941.0	37801.0
ATP5H	4313.0	13179.0
ATP5I	4846.81	5636.52
ATP5J2	5770.0	14490.0
ATP5J	3236.88	10679.45
ATP5L2	6.0	13.0
ATP5L	6010.0	16380.0
ATP5O	5345.0	37770.0
ATP5SL	2219.0	3768.0
ATP5S	66.0	818.0
ATP6AP1L	81.0	33.0
ATP6AP1	7013.0	4351.0
ATP6AP2	6075.0	20614.0
ATP6V0A1	1960.0	1245.0
ATP6V0A2	612.0	2814.0
ATP6V0A4	83.0	5.0
ATP6V0B	6161.0	22520.0
ATP6V0C	7072.41	10403.27
ATP6V0D1	4294.0	6994.0
ATP6V0D2	22.0	55.0
ATP6V0E1	9370.0	14676.0
ATP6V0E2	1380.86	52.0
ATP6V1A	2200.0	5561.0
ATP6V1B1	70.0	57.0
ATP6V1B2	2700.0	6213.0
ATP6V1C1	2079.0	3774.0
ATP6V1C2	346.87	990.86
ATP6V1D	2636.0	5379.0
ATP6V1E1	6099.0	17220.0
ATP6V1E2	85.0	76.0
ATP6V1F	5294.95	7009.96
ATP6V1G1	2359.0	22859.0
ATP6V1G2	22.96	40.0
ATP6V1G3	0.0	0.0
ATP6V1H	2264.0	3070.0
ATP7A	300.0	844.0
ATP7B	141.0	66.0
ATP8A1	129.0	31.0
ATP8A2	22.0	50.0
ATP8B1	549.79	1143.82
ATP8B2	1281.0	1499.0
ATP8B3	283.0	186.0
ATP8B4	97.0	92.0
ATP8B5P	63.0	227.0
ATP9A	1744.0	393.0
ATP9B	343.0	268.0
ATPAF1	1106.0	2695.18
ATPAF2	683.0	1022.0
ATPBD4	132.0	1336.0
ATPIF1	3911.0	8702.0
ATRIP	408.04	493.87
ATRNL1	23.0	6.0
ATRN	2171.0	1344.0
ATRX	877.0	1705.0
ATR	661.0	1535.0
ATXN10	2546.0	17459.0
ATXN1L	971.0	948.0
ATXN1	1243.0	2485.0
ATXN2L	4277.0	2651.0
ATXN2	1030.0	527.0
ATXN3L	0.0	0.0
ATXN3	727.0	764.0
ATXN7L1	149.0	179.0
ATXN7L2	218.0	179.0
ATXN7L3B	2404.0	3776.0
ATXN7L3	3359.0	2190.0
ATXN7	295.0	337.0
ATXN8OS	0.0	0.0
AUH	253.0	405.0
AUP1	7814.58	23463.97
AURKAIP1	3979.0	7623.0
AURKAPS1	56.0	122.0
AURKA	874.0	5464.0
AURKB	1411.0	6459.0
AURKC	53.0	39.0
AUTS2	983.0	546.0
AVEN	1070.0	1776.0
AVIL	41.0	67.0
AVL9	405.0	3084.0
AVPI1	1315.0	357.0
AVPR1A	1.0	40.0
AVPR1B	0.0	0.0
AVPR2	28.0	11.0
AVP	0.0	0.0
AWAT1	0.0	0.0
AWAT2	0.0	0.0
AXIN1	1609.0	873.0
AXIN2	275.0	136.0
AXL	6992.0	3343.0
AZGP1	25.0	244.0
AZI1	782.0	174.0
AZI2	873.0	2912.0
AZIN1	4661.0	18311.0
AZU1	1.0	2.0
B2M	119408.0	500809.7
B3GALNT1	392.0	3216.0
B3GALNT2	1342.32	3612.31
B3GALT1	1.0	2.0
B3GALT2	11.0	8.0
B3GALT4	792.0	157.0
B3GALT5	0.0	4.0
B3GALT6	1977.0	716.0
B3GALTL	373.0	1229.0
B3GAT1	16.0	3.0
B3GAT2	3.13	5.15
B3GAT3	2653.0	982.0
B3GNT1	573.0	745.0
B3GNT2	619.0	4812.0
B3GNT3	687.0	2611.0
B3GNT4	163.0	583.0
B3GNT5	925.0	26103.0
B3GNT6	1.0	3.0
B3GNT7	512.0	423.0
B3GNT8	682.0	518.0
B3GNT9	1935.92	701.6
B3GNTL1	279.21	268.53
B4GALNT1	2514.66	643.44
B4GALNT2	274.0	0.0
B4GALNT3	298.0	375.0
B4GALNT4	266.0	193.0
B4GALT1	6303.0	8061.0
B4GALT2	4460.0	4155.0
B4GALT3	2325.0	3470.0
B4GALT4	1067.0	1256.0
B4GALT5	2211.0	5959.0
B4GALT6	129.0	743.0
B4GALT7	1745.0	1320.0
B9D1	350.06	1372.37
B9D2	372.94	616.82
BAALC	1160.0	361.0
BAAT	2.0	34.0
BACE1	2161.0	1973.0
BACE2	3120.0	4286.0
BACH1	1226.0	3479.0
BACH2	328.0	93.0
BAD	3513.66	2080.44
BAG1	2369.33	2401.39
BAG2	559.0	4252.0
BAG3	3744.0	2587.0
BAG4	90.0	1053.0
BAG5	1021.0	2402.0
BAGE2	2.66	0.0
BAGE	0.0	1.0
BAHCC1	518.0	718.0
BAHD1	1081.0	703.0
BAI1	746.0	4.0
BAI2	458.0	165.0
BAI3	12.0	4.0
BAIAP2L1	2471.0	1885.74
BAIAP2L2	547.0	1881.0
BAIAP2	4735.0	2337.0
BAIAP3	79.21	132.11
BAK1	3186.0	5675.0
BAMBI	114.0	289.0
BANF1	7303.0	28889.0
BANF2	0.0	0.0
BANK1	58.0	238.0
BANP	625.0	551.0
BAP1	2479.0	3360.0
BARD1	20.0	551.0
BARHL1	0.0	0.0
BARHL2	0.0	0.0
BARX1	783.0	562.0
BARX2	1520.0	516.0
BASE	0.0	0.0
BASP1	9876.0	1900.0
BAT1	8662.04	19487.0
BAT2L1	5534.21	2804.05
BAT2L2	3021.0	4499.0
BAT2	9307.0	3716.0
BAT3	8532.0	5183.0
BAT4	1009.04	1173.01
BAT5	2579.0	1512.0
BATF2	315.0	237.0
BATF3	198.0	298.0
BATF	444.0	116.0
BAX	3596.0	2080.0
BAZ1A	920.0	3357.0
BAZ1B	2610.0	1532.0
BAZ2A	2863.09	1754.01
BAZ2B	462.43	808.46
BBC3	498.0	122.0
BBOX1	81.0	174.0
BBS10	335.0	2093.0
BBS12	193.0	1266.0
BBS1	639.0	374.0
BBS2	874.0	863.0
BBS4	618.0	2688.0
BBS5	323.0	228.2
BBS7	472.0	1549.0
BBS9	332.0	301.0
BBX	1168.0	1983.0
BCAM	27947.0	1315.0
BCAN	37.0	68.0
BCAP29	2303.0	8830.0
BCAP31	18135.0	15111.0
BCAR1	5492.0	3048.0
BCAR3	944.0	1765.0
BCAR4	0.0	0.0
BCAS1	271.0	63.0
BCAS2	580.25	7352.5
BCAS3	1181.0	546.0
BCAS4	2258.0	4863.0
BCAT1	741.0	2941.0
BCAT2	1561.0	2035.0
BCCIP	1819.1	4830.47
BCDIN3D	247.66	542.03
BCHE	13.0	261.0
BCKDHA	3867.76	1940.95
BCKDHB	199.0	1124.0
BCKDK	2665.0	4203.0
BCL10	1037.0	4775.0
BCL11A	673.0	439.0
BCL11B	580.0	166.0
BCL2A1	196.0	3867.0
BCL2L10	48.0	302.0
BCL2L11	866.0	1110.0
BCL2L12	1360.07	3098.42
BCL2L13	2467.0	6959.0
BCL2L14	65.0	11.0
BCL2L15	11.0	81.0
BCL2L1	4710.0	7061.0
BCL2L2	1276.79	889.77
BCL2	156.0	124.0
BCL3	3436.0	2082.0
BCL6B	514.0	370.0
BCL6	893.0	1207.0
BCL7A	640.0	606.0
BCL7B	2788.0	3007.0
BCL7C	2599.0	6178.99
BCL8	0.0	93.0
BCL9L	4772.0	814.0
BCL9	505.0	234.0
BCLAF1	2466.0	4358.0
BCMO1	2.0	117.0
BCO2	436.0	81.0
BCORL1	669.0	125.0
BCORL2	6.0	2.0
BCOR	627.0	405.0
BCR	2249.0	3335.0
BCS1L	878.0	2069.0
BCYRN1	0.0	0.0
BDH1	226.0	3804.0
BDH2	818.0	1160.0
BDKRB1	163.0	498.0
BDKRB2	740.0	2302.0
BDNFOS	44.2	24.99
BDNF	74.8	14.01
BDP1	422.0	971.0
BEAN	113.0	17.0
BECN1	2518.7	3210.47
BEGAIN	62.0	33.0
BEND2	4.0	0.0
BEND3	197.0	415.0
BEND4	0.0	0.0
BEND5	65.0	58.0
BEND6	94.0	394.0
BEND7	239.0	55.0
BEST1	55.01	70.0
BEST2	7.0	0.0
BEST3	142.0	12.0
BEST4	27.0	125.0
BET1L	3520.0	3563.0
BET1	768.0	2880.0
BET3L	1.0	4.0
BEX1	9.0	2.0
BEX2	350.0	274.0
BEX4	473.0	376.0
BEX5	134.0	772.0
BEYLA	0.0	0.0
BFAR	2398.0	10403.0
BFSP1	70.0	109.0
BFSP2	9.0	2.0
BGLAP	83.74	77.26
BGN	55424.0	27983.0
BHLHA15	7.0	4.0
BHLHB9	115.0	234.0
BHLHE22	46.97	4.0
BHLHE23	0.0	0.0
BHLHE40	5582.0	6271.0
BHLHE41	1282.0	595.0
BHMT2	41.0	25.0
BHMT	15.0	13.0
BICC1	60.0	206.0
BICD1	283.0	393.0
BICD2	3311.0	1497.0
BID	2327.67	12607.26
BIK	373.0	3077.0
BIN1	3710.0	1730.0
BIN2	237.0	97.0
BIN3	1007.0	1294.0
BIRC2	2079.0	7554.0
BIRC3	965.0	911.0
BIRC5	1602.56	12738.48
BIRC6	1496.0	2917.0
BIRC7	11.0	3.0
BIRC8	0.0	0.0
BIVM	505.0	1107.0
BLCAP	7584.0	4947.0
BLID	0.0	0.0
BLK	26.0	3.0
BLMH	2033.0	1055.0
BLM	238.0	483.0
BLNK	296.0	224.0
BLOC1S1	2506.93	6918.61
BLOC1S2	2394.0	4488.0
BLOC1S3	1250.0	514.0
BLVRA	2610.0	4227.0
BLVRB	4066.0	3211.0
BLZF1	590.0	3552.0
BMF	1002.0	252.0
BMI1	1171.39	5887.95
BMP10	0.0	0.0
BMP15	0.0	1.0
BMP1	7598.0	5520.0
BMP2K	191.0	699.0
BMP2	3286.0	728.0
BMP3	22.0	0.0
BMP4	215.0	152.0
BMP5	1.0	6.0
BMP6	114.12	106.27
BMP7	715.0	1113.0
BMP8A	879.0	845.0
BMP8B	32.0	224.0
BMPER	31.0	9.0
BMPR1A	455.0	1145.0
BMPR1B	259.0	47.0
BMPR2	2537.0	3629.0
BMS1P4	12.67	27.0
BMS1P5	106.0	69.0
BMS1	2963.0	1177.0
BMX	39.0	118.0
BNC1	2118.0	9585.0
BNC2	506.0	710.0
BNIP1	546.0	1380.0
BNIP2	1119.0	3032.0
BNIP3L	2191.0	13160.0
BNIP3	1198.0	4248.0
BNIPL	331.0	39.0
BOC	586.0	305.0
BOD1L	754.0	690.0
BOD1	1901.0	7166.0
BOK	2805.0	1695.0
BOLA1	485.0	1017.0
BOLA2	4434.91	14262.52
BOLA3	705.0	4639.0
BOLL	1.0	0.0
BOP1	569.0	569.0
BPESC1	0.0	0.0
BPGM	3066.0	4761.0
BPHL	254.0	1760.0
BPIL1	0.0	0.0
BPIL2	34.0	11.0
BPIL3	0.0	0.0
BPI	10.0	2.0
BPNT1	1344.0	2964.0
BPTF	1197.0	926.0
BPY2	0.0	0.0
BRAF	148.0	359.0
BRAP	1055.0	986.0
BRCA1	454.0	1596.0
BRCA2	50.0	416.0
BRCC3	354.0	1781.0
BRD1	730.0	866.0
BRD2	6349.0	5573.0
BRD3	882.2	595.13
BRD4	2644.0	1787.0
BRD7P3	2.0	3.0
BRD7	1391.0	1580.0
BRD8	1531.0	1394.0
BRD9	3125.0	3267.0
BRDT	0.0	5.0
BREA2	19.0	6.0
BRE	1291.93	928.0
BRF1	1138.0	563.0
BRF2	655.0	1344.0
BRI3BP	263.0	1164.0
BRI3	3858.0	3508.26
BRIP1	61.0	549.0
BRIX1	2112.0	17214.0
BRMS1L	259.0	1552.0
BRMS1	3353.0	4421.0
BRP44L	559.0	2688.0
BRP44	947.0	4417.0
BRPF1	518.0	329.0
BRPF3	612.0	364.0
BRS3	1.0	2.0
BRSK1	439.0	94.0
BRSK2	27.0	56.0
BRWD1	1121.0	2839.0
BRWD3	147.0	141.0
BSCL2	4132.25	760.0
BSDC1	3686.0	2957.0
BSG	19863.0	44191.0
BSND	1.0	13.0
BSN	26.0	7.0
BSPH1	0.0	0.0
BSPRY	22.0	98.0
BST1	114.0	392.0
BST2	12231.0	8209.0
BSX	0.0	0.0
BTAF1	519.0	926.0
BTBD10	1501.0	5093.0
BTBD11	724.0	2305.0
BTBD12	251.0	213.0
BTBD16	42.0	1382.0
BTBD17	1.0	0.0
BTBD18	1.0	1.0
BTBD19	79.0	70.0
BTBD1	1704.0	5161.0
BTBD2	2822.0	4192.0
BTBD3	566.0	2090.0
BTBD6	2574.0	4963.0
BTBD7	881.0	1874.0
BTBD8	1.0	4.0
BTBD9	611.0	131.0
BTC	15.0	248.0
BTD	412.0	841.0
BTF3L1	1.0	0.0
BTF3L4	1160.0	9208.0
BTF3	16333.0	34145.0
BTG1	4676.0	9630.0
BTG2	2210.0	1883.0
BTG3	829.0	6575.0
BTG4	1.0	49.0
BTK	214.0	150.0
BTLA	31.0	9.0
BTN1A1	2.0	1.0
BTN2A1	768.0	924.0
BTN2A2	332.0	520.0
BTN2A3	29.0	54.0
BTN3A1	1082.0	1851.0
BTN3A2	1812.0	1914.0
BTN3A3	818.0	810.0
BTNL2	0.0	0.0
BTNL3	0.0	5.0
BTNL8	6.0	8.0
BTNL9	36.0	13.0
BTRC	688.0	582.0
BUB1B	462.8	3365.25
BUB1	862.0	4736.0
BUB3	2848.0	10223.0
BUD13	861.0	938.0
BUD31	3910.07	6364.2
BVES	338.0	443.0
BYSL	1281.0	2320.0
BZRAP1	277.0	48.0
BZW1	7306.0	58424.0
BZW2	2587.0	23181.0
C10orf105	15.0	11.0
C10orf107	8.0	11.0
C10orf108	0.0	1.0
C10orf10	5280.0	492.0
C10orf110	4.17	199.18
C10orf111	17.0	19.0
C10orf113	0.0	0.0
C10orf114	352.0	220.0
C10orf116	1389.09	4040.14
C10orf118	311.0	619.0
C10orf119	1877.0	6932.0
C10orf11	114.0	92.0
C10orf120	0.0	0.0
C10orf122	0.0	1.0
C10orf125	633.0	1335.0
C10orf128	5.0	29.0
C10orf129	2.0	0.0
C10orf12	92.0	166.73
C10orf131	3.0	5.0
C10orf137	395.0	522.0
C10orf140	36.0	37.0
C10orf18	1170.0	2674.0
C10orf25	102.18	34.27
C10orf26	4474.86	3581.0
C10orf27	0.0	0.0
C10orf28	517.0	672.0
C10orf2	903.0	406.0
C10orf32	715.0	1165.0
C10orf35	944.0	725.0
C10orf40	0.0	0.0
C10orf41	369.1	259.43
C10orf46	1962.0	4330.0
C10orf47	1257.0	807.0
C10orf4	669.0	322.0
C10orf50	0.0	0.0
C10orf53	0.0	0.0
C10orf54	3844.0	1871.0
C10orf55	79.35	222.01
C10orf57	1116.86	829.0
C10orf58	3233.0	3988.0
C10orf62	1.0	0.0
C10orf67	150.0	88.0
C10orf68	7.07	11.0
C10orf71	60.0	2.0
C10orf72	1380.0	1390.0
C10orf75	102.0	70.0
C10orf76	1256.0	1335.0
C10orf78	267.0	3562.0
C10orf79	22.0	5.0
C10orf81	22.0	1.0
C10orf82	7.0	6.0
C10orf84	1053.0	5452.0
C10orf88	297.0	813.0
C10orf90	4.0	1.0
C10orf91	4.0	82.0
C10orf93	4.0	24.0
C10orf95	29.51	9.06
C10orf96	0.0	1.0
C10orf99	1160.0	105.0
C11orf10	3272.0	6726.0
C11orf16	0.0	265.0
C11orf17	1390.0	3755.0
C11orf1	488.0	604.65
C11orf20	9.46	19.0
C11orf21	21.0	9.0
C11orf24	2398.0	3006.0
C11orf2	3946.0	2465.0
C11orf30	268.0	457.0
C11orf31	2706.0	5434.0
C11orf34	1.0	0.0
C11orf35	201.14	20.41
C11orf36	0.0	0.0
C11orf40	0.0	0.0
C11orf41	464.0	444.0
C11orf42	0.0	0.0
C11orf45	360.0	93.0
C11orf46	634.0	2179.0
C11orf48	1764.73	2349.95
C11orf49	1374.0	652.0
C11orf51	1471.48	4210.64
C11orf52	267.0	95.0
C11orf53	10.0	141.0
C11orf54	303.0	810.0
C11orf57	1126.0	1375.0
C11orf58	4373.0	22724.0
C11orf59	4839.0	14234.0
C11orf61	210.0	420.0
C11orf63	207.0	53.0
C11orf64	0.0	0.0
C11orf65	11.0	6.0
C11orf66	39.0	8.0
C11orf67	580.0	338.0
C11orf68	1797.0	2078.0
C11orf70	92.0	104.0
C11orf71	323.0	258.0
C11orf73	1267.0	3634.0
C11orf74	341.0	755.0
C11orf75	611.0	755.0
C11orf80	788.0	1292.0
C11orf82	235.0	1960.0
C11orf83	1120.0	1439.0
C11orf84	1414.0	735.0
C11orf85	0.0	0.0
C11orf86	0.0	1119.0
C11orf87	23.0	4.0
C11orf88	5.0	68.0
C11orf90	1.0	1.0
C11orf92	43.0	43.22
C11orf93	67.0	28.78
C11orf94	0.0	0.0
C11orf95	724.0	293.0
C11orf9	210.0	36.0
C12orf10	1679.0	3095.0
C12orf11	1039.0	3564.0
C12orf12	0.0	0.0
C12orf23	1896.0	13359.0
C12orf24	160.0	961.0
C12orf26	90.0	373.0
C12orf27	0.0	3.0
C12orf29	628.08	4962.05
C12orf32	1075.0	3002.0
C12orf34	92.0	120.0
C12orf35	701.0	1689.0
C12orf36	20.0	24.0
C12orf39	0.0	29.0
C12orf40	0.0	0.0
C12orf41	845.0	5132.0
C12orf42	4.0	0.0
C12orf43	557.0	1143.0
C12orf44	2914.0	4773.0
C12orf45	388.0	1838.0
C12orf47	969.79	2533.76
C12orf48	239.4	3932.15
C12orf49	664.0	2033.0
C12orf4	779.0	4078.0
C12orf50	0.0	2.0
C12orf51	731.0	304.0
C12orf52	1002.0	1229.0
C12orf53	89.0	40.0
C12orf54	14.0	159.0
C12orf56	29.0	960.0
C12orf57	4777.0	9076.0
C12orf59	43.0	273.0
C12orf5	566.0	2546.0
C12orf60	33.0	235.0
C12orf61	20.0	46.0
C12orf62	1649.0	4246.0
C12orf63	12.0	21.0
C12orf65	858.0	1180.0
C12orf66	175.0	1345.0
C12orf68	114.0	66.0
C12orf69	12.0	5.0
C12orf70	37.0	109.0
C12orf71	1.0	0.0
C12orf72	36.0	86.0
C12orf73	306.0	676.0
C12orf74	2.0	1.0
C12orf75	1064.0	5719.0
C12orf76	260.0	313.0
C12orf77	0.0	0.0
C13orf15	552.0	1262.0
C13orf16	14.0	3.0
C13orf18	185.0	258.0
C13orf1	830.0	1443.0
C13orf23	1037.0	717.0
C13orf26	0.0	2.0
C13orf27	178.0	2822.0
C13orf28	0.0	0.0
C13orf29	401.0	131.0
C13orf30	0.0	4.0
C13orf31	342.0	332.0
C13orf33	459.0	832.0
C13orf34	459.03	1667.46
C13orf35	0.0	0.0
C13orf36	0.0	1.0
C13orf37	774.0	6558.0
C13orf38	25.0	286.1
C13orf39	1.0	0.0
C14orf101	596.0	739.0
C14orf102	460.0	243.0
C14orf104	298.0	2713.0
C14orf105	0.0	3.0
C14orf106	323.0	1466.0
C14orf109	494.0	3345.0
C14orf115	0.0	0.0
C14orf118	264.0	1200.0
C14orf119	2032.0	12603.0
C14orf126	263.97	3774.66
C14orf128	239.0	436.0
C14orf129	773.0	8282.0
C14orf132	497.0	265.0
C14orf135	561.0	1383.0
C14orf138	215.0	898.0
C14orf139	119.0	30.0
C14orf142	373.0	4045.0
C14orf143	68.0	791.0
C14orf145	169.0	174.0
C14orf147	1543.0	10581.0
C14orf148	5.0	5.0
C14orf149	234.0	846.0
C14orf153	889.1	3111.2
C14orf156	1632.0	6772.0
C14orf159	2941.0	684.0
C14orf162	0.0	0.0
C14orf165	0.0	0.0
C14orf166B	0.0	0.0
C14orf166	2924.0	14981.0
C14orf167	321.49	1694.99
C14orf169	604.0	591.0
C14orf174	39.0	17.0
C14orf176	19.0	38.0
C14orf177	0.0	0.0
C14orf178	1.0	2.0
C14orf179	839.0	2059.0
C14orf180	0.0	0.0
C14orf181	164.0	58.0
C14orf182	22.0	24.0
C14orf183	0.0	0.0
C14orf184	0.0	1.0
C14orf19	19.0	39.0
C14orf1	1576.0	3541.0
C14orf21	218.0	523.0
C14orf23	0.0	5.0
C14orf28	108.0	353.0
C14orf2	1860.0	8432.0
C14orf33	72.0	482.0
C14orf34	17.0	21.0
