Hugo	Patient-01	Patient-02
RAD51L1	109.0	276.0
RAD51L3	358.8	565.0
RAD51	459.0	3301.0
RAD52	201.45	182.0
RAD54B	180.75	1463.03
RAD54L2	35.0	60.0
RAD54L	412.0	558.0
RAD9A	760.48	617.24
RAD9B	61.0	63.0
RADIL	121.0	56.0
RAE1	1750.0	5990.0
RAET1E	187.0	496.0
RAET1G	166.0	252.0
RAET1K	7.0	39.0
RAET1L	51.0	182.0
RAF1	1711.0	3592.0
RAG1AP1	2228.0	4896.0
RAG1	347.0	450.0
RAG2	0.0	0.0
RAGE	183.0	1120.0
RAI14	8313.0	11472.0
RAI1	2188.0	847.0
RAI2	223.0	58.0
RALA	2843.0	9179.0
RALBP1	2871.0	1224.0
RALB	3263.0	12377.0
RALGAPA1	238.0	446.0
RALGAPA2	67.0	70.0
RALGAPB	1684.0	2540.0
RALGDS	3786.0	1157.0
RALGPS1	97.0	112.0
RALGPS2	412.0	431.0
RALYL	0.0	0.0
RALY	7156.0	10573.0
RAMP1	602.0	811.0
RAMP2	681.0	575.0
RAMP3	548.0	259.0
RANBP10	839.0	693.0
RANBP17	43.0	44.0
RANBP1	6269.0	15549.0
RANBP2	2251.0	3164.0
RANBP3L	0.0	7.0
RANBP3	1816.0	1781.0
RANBP6	612.0	2036.0
RANBP9	856.0	2520.0
RANGAP1	7676.0	7268.0
RANGRF	1308.91	2092.23
RAN	11019.0	74678.0
RAP1A	1913.0	7026.0
RAP1B	3999.0	28013.0
RAP1GAP2	272.0	625.0
RAP1GAP	296.0	192.0
RAP1GDS1	1549.0	10652.0
RAP2A	857.0	1903.0
RAP2B	2547.0	4264.0
RAP2C	881.0	6671.0
RAPGEF1	3537.0	1454.0
RAPGEF2	501.0	341.0
RAPGEF3	847.73	485.11
RAPGEF4	86.0	188.0
RAPGEF5	334.0	1001.0
RAPGEF6	37.0	340.0
RAPGEFL1	1523.0	1351.0
RAPH1	1249.0	1200.0
RAPSN	313.0	7.0
RARA	1700.0	889.0
RARB	123.0	224.0
RARG	5044.0	981.0
RARRES1	308.0	261.0
RARRES2	4909.0	2429.0
RARRES3	1822.0	1032.0
RARS2	1589.0	5763.0
RARS	2676.0	4138.0
RASA1	1110.41	1216.59
RASA2	29.0	382.0
RASA3	1667.0	1005.0
RASA4P	179.37	113.99
RASA4	377.93	95.0
RASAL1	328.0	187.0
RASAL2	962.0	1240.0
RASAL3	540.0	83.0
RASD1	540.0	1267.0
RASD2	974.0	102.0
RASEF	4.0	123.0
RASGEF1A	601.0	187.0
RASGEF1B	174.0	654.0
RASGEF1C	2.0	0.0
RASGRF1	172.0	326.0
RASGRF2	172.0	85.0
RASGRP1	121.0	117.0
RASGRP2	146.0	78.0
RASGRP3	280.0	290.0
RASGRP4	54.0	52.0
RASIP1	617.0	3252.0
RASL10A	59.0	19.0
RASL10B	83.0	130.0
RASL11A	73.0	113.0
RASL11B	523.0	203.0
RASL12	257.0	310.0
RASSF10	484.0	464.0
RASSF1	1253.0	1444.0
RASSF2	490.0	446.0
RASSF3	28.0	278.0
RASSF4	2069.82	429.73
RASSF5	720.0	575.0
RASSF6	106.0	441.0
RASSF7	3676.0	1068.0
RASSF8	353.0	1304.0
RASSF9	50.0	577.0
RAVER1	3049.0	1396.0
RAVER2	237.0	1087.0
RAX2	0.0	1.0
RAX	0.0	0.0
RB1CC1	1935.0	2870.0
RB1	1084.0	3408.0
RBAK	464.8	583.0
RBBP4	2057.73	13216.59
RBBP5	279.0	1137.0
RBBP6	1612.0	1611.0
RBBP7	4623.0	8952.0
RBBP8	3543.0	13427.0
RBBP9	572.0	3085.0
RBCK1	4505.0	2087.0
RBKS	135.0	492.0
RBL1	104.0	803.0
RBL2	1490.03	2860.3
RBM10	2850.0	1546.0
RBM11	77.0	195.0
RBM12B	461.0	587.0
RBM12	1889.47	4992.13
RBM14	1794.81	1704.07
RBM15B	2454.4	1523.33
RBM15	243.0	485.0
RBM16	871.23	2206.51
RBM17	2770.0	4374.0
RBM18	862.0	5347.0
RBM19	1269.0	815.0
RBM20	21.0	9.0
RBM22	1628.0	2696.0
RBM23	1647.0	2937.0
RBM24	210.0	149.0
RBM25	1878.0	3691.0
RBM26	664.0	1345.0
RBM27	916.0	1388.0
RBM28	966.0	840.0
RBM33	1216.0	840.0
RBM34	1625.0	3413.98
RBM38	1692.0	2489.0
RBM39	4788.0	5537.0
RBM3	7891.0	72164.0
RBM41	108.0	655.0
RBM42	6405.0	3412.0
RBM43	160.0	684.0
RBM44	9.0	30.0
RBM45	291.0	451.0
RBM46	2.0	1.0
RBM47	681.0	986.0
RBM4B	553.0	716.0
RBM4	4639.19	12428.93
RBM5	2091.67	2289.96
RBM6	1945.86	870.15
RBM7	762.0	3170.0
RBM8A	2265.06	4131.94
RBM9	1762.0	7005.0
RBMS1	2167.0	5484.0
RBMS2	2080.91	2239.99
RBMS3	107.0	31.0
RBMX2	857.0	1675.0
RBMXL1	618.14	2211.82
RBMXL2	2.0	0.0
RBMXL3	0.0	0.0
RBMX	4480.0	13152.0
RBMY1A1	0.0	0.0
RBMY1A3P	0.0	1.0
RBMY1B	0.0	0.0
RBMY1E	0.0	0.0
RBMY1F	0.0	0.0
RBMY1J	0.0	0.0
RBMY2EP	0.0	0.0
RBMY2FP	0.0	0.0
RBMY3AP	0.0	0.0
RBP1	5291.0	36596.0
RBP2	0.0	2.0
RBP3	2.0	0.0
RBP4	9.0	102.0
RBP5	47.0	13.0
RBP7	42.0	208.0
RBPJL	0.0	0.0
RBPJ	719.0	1209.0
RBPMS2	116.0	94.0
RBPMS	1493.0	1544.0
RBX1	2381.44	23472.1
RC3H1	688.0	1262.0
RC3H2	228.0	1004.0
RCAN1	1341.0	5596.0
RCAN2	634.0	719.0
RCAN3	181.0	643.0
RCBTB1	576.0	1254.0
RCBTB2	467.0	1148.0
RCC1	1375.93	4726.84
RCC2	8945.0	7339.0
RCCD1	838.0	669.0
RCE1	1250.0	1444.0
RCHY1	351.0	2913.0
RCL1	534.0	1167.0
RCN1	6642.0	5105.0
RCN2	2393.0	15043.0
RCN3	5905.0	4204.0
RCOR1	1094.0	1565.0
RCOR2	87.0	127.0
RCOR3	647.0	1051.0
RCSD1	378.0	234.0
RCVRN	3.0	2.0
RD3	3.0	1.0
RDBP	4105.0	17422.74
RDH10	2761.0	2457.0
RDH11	1890.0	9110.0
RDH12	86.0	26.0
RDH13	1328.64	526.0
RDH14	662.0	1005.0
RDH16	70.0	744.0
RDH5	313.07	39.39
RDH8	0.0	57.0
RDM1	24.0	82.0
RDX	1366.0	11992.0
REC8	229.0	123.0
RECK	259.0	395.0
RECQL4	1647.0	853.0
RECQL5	1156.0	441.0
RECQL	1847.95	6088.28
REEP1	136.0	75.0
REEP2	122.0	70.0
REEP3	811.0	4966.0
REEP4	3892.0	1666.0
REEP5	5931.88	10515.24
REEP6	176.0	879.0
REG1A	12.0	18.0
REG1B	0.0	0.0
REG1P	0.0	0.0
REG3A	0.0	2.0
REG3G	0.0	0.0
REG4	2.0	228.0
RELA	4470.0	4463.0
RELB	2651.0	1696.0
RELL1	987.41	948.0
RELL2	452.04	255.52
RELN	71.0	136.0
RELT	600.0	437.0
REL	38.0	261.0
REM1	60.0	34.0
REM2	24.0	27.0
RENBP	242.0	218.0
REN	5.0	5.0
REP15	107.0	66.0
REPIN1	1857.0	741.0
REPS1	1154.0	1513.0
REPS2	346.0	99.0
RER1	5763.67	14002.6
RERE	2038.0	944.0
RERGL	9.0	8.0
RERG	28.0	30.0
RESP18	0.0	0.0
REST	58.0	292.0
RETNLB	0.0	6.0
RETN	19.0	45.0
RETSAT	1246.0	2298.0
RET	251.0	44.0
REV1	737.0	1705.0
REV3L	363.0	716.0
REXO1L1	0.0	1.0
REXO1	1100.0	835.0
REXO2	3137.0	3877.0
REXO4	1897.0	874.0
RFC1	1224.0	1273.0
RFC2	1435.0	3595.0
RFC3	483.0	2157.0
RFC4	720.0	4526.0
RFC5	456.0	3936.0
RFESD	46.0	198.95
RFFL	531.83	1229.83
RFK	687.0	4840.0
RFNG	1855.0	1727.0
RFPL1S	13.0	6.13
RFPL1	0.0	9.87
RFPL2	4.0	3.0
RFPL3S	6.29	4.0
RFPL3	2.71	2.0
RFPL4A	2.0	10.0
RFPL4B	0.0	4.0
RFT1	816.0	2395.0
RFTN1	1878.0	1029.0
RFTN2	104.0	331.0
RFWD2	1552.0	3938.0
RFWD3	1417.0	3066.0
RFX1	902.0	284.0
RFX2	300.0	249.0
RFX3	24.0	64.0
RFX4	0.0	1.0
RFX5	1161.0	1127.0
RFX6	0.0	0.0
RFX7	365.0	873.0
RFX8	31.0	113.0
RFXANK	1883.65	2199.21
RFXAP	117.0	225.0
RG9MTD1	993.0	4486.0
RG9MTD2	111.0	746.0
RG9MTD3	197.0	279.0
RGAG1	4.0	4.0
RGAG4	158.0	15.0
RGL1	246.0	507.0
RGL2	3880.0	1968.0
RGL3	33.0	22.01
RGL4	26.54	18.68
RGMA	632.0	362.0
RGMB	699.3	881.0
RGNEF	483.0	697.0
RGN	24.0	12.0
RGP1	98.0	289.0
RGPD1	648.36	470.62
RGPD3	161.0	355.0
RGPD4	133.0	168.0
RGPD5	17.0	34.0
RGPD6	672.0	1353.0
RGPD8	0.0	0.0
RGR	0.0	0.0
RGS10	1134.0	2603.0
RGS11	131.39	12.83
RGS12	2876.0	1064.0
RGS13	6.0	13.0
RGS14	803.0	647.0
RGS16	465.0	484.0
RGS17	8.0	269.0
RGS18	28.0	235.0
RGS19	1159.0	1410.0
RGS1	2362.0	2053.0
RGS20	544.0	1438.0
RGS21	0.0	0.0
RGS22	0.0	11.0
RGS2	707.0	7307.0
RGS3	2151.0	4650.0
RGS4	1334.0	2098.0
RGS5	1348.0	1369.0
RGS6	8.0	29.0
RGS7BP	0.0	0.0
RGS7	7.0	0.0
RGS8	0.0	0.0
RGS9BP	14.0	7.0
RGS9	16.0	32.0
RGSL1	2.0	0.0
RHAG	0.0	10.0
RHBDD1	311.0	496.0
RHBDD2	6822.0	3385.0
RHBDD3	1003.0	961.0
RHBDF1	1907.0	439.0
RHBDF2	2968.0	1114.0
RHBDL1	138.0	597.0
RHBDL2	523.0	273.0
RHBDL3	29.0	19.0
RHBG	2.0	29.0
RHCE	40.0	83.0
RHCG	14.0	40.0
RHD	3.0	58.77
RHEBL1	239.0	666.0
RHEB	1801.0	3488.0
RHOA	14717.0	45322.0
RHOBTB1	723.0	1031.0
RHOBTB2	838.95	490.81
RHOBTB3	758.0	3804.0
RHOB	9272.0	13796.0
RHOC	19049.0	54814.0
RHOD	3698.0	15764.0
RHOF	709.04	1550.47
RHOG	4039.0	3681.0
RHOH	193.0	720.0
RHOJ	200.0	353.0
RHOQ	2774.26	5132.94
RHOT1	833.0	3278.0
RHOT2	3244.0	2563.0
RHOU	500.0	188.0
RHOV	1300.0	1478.0
RHOXF1	7.0	1.0
RHOXF2B	2.0	1.0
RHO	0.0	0.0
RHPN1	713.0	103.0
RHPN2	519.0	514.0
RIBC1	23.0	39.0
RIBC2	21.0	66.0
RIC3	63.0	3.0
RIC8A	5571.42	7852.71
RIC8B	405.0	960.0
RICH2	99.0	183.0
RICTOR	1049.0	5372.0
RIF1	407.0	1625.0
RILPL1	1083.31	453.1
RILPL2	738.0	714.0
RILP	487.0	983.0
RIMBP2	48.0	15.0
RIMBP3C	13.0	16.0
RIMBP3	116.0	81.0
RIMKLA	14.0	224.0
RIMKLB	1104.31	537.47
RIMS1	0.0	4.0
RIMS2	131.0	242.0
RIMS3	133.0	914.0
RIMS4	12.0	0.0
RIN1	2673.0	1162.0
RIN2	4168.0	5934.0
RIN3	1059.0	301.0
RING1	2769.0	2461.0
RINL	511.0	741.0
RINT1	556.72	2304.98
RIOK1	599.0	2869.0
RIOK2	695.0	1278.0
RIOK3	3909.0	35352.0
RIPK1	1276.0	2561.0
RIPK2	780.0	2456.0
RIPK3	423.0	222.0
RIPK4	1789.0	1099.0
RIPPLY1	0.0	0.0
RIPPLY2	3.0	1.0
RIT1	1096.0	3309.0
RIT2	0.0	0.0
RLBP1	0.0	80.0
RLF	492.0	5363.0
RLIM	2004.0	3635.0
RLN1	2.0	0.0
RLN2	18.0	4.0
RLN3	0.0	0.0
RLTPR	107.0	76.0
RMI1	219.0	1943.0
RMND1	440.0	1343.0
RMND5A	1352.0	1716.0
RMND5B	868.0	823.0
RMRP	43.0	393.0
RMST	0.0	0.0
RNASE10	4.0	367.0
RNASE11	0.0	2.0
RNASE12	0.0	0.0
RNASE13	0.0	0.0
RNASE1	6639.0	3482.0
RNASE2	27.0	43.0
RNASE3	3.0	6.0
RNASE4	482.93	607.34
RNASE6	436.0	343.0
RNASE7	556.0	335.0
RNASE8	0.0	0.0
RNASE9	0.0	0.0
RNASEH1	525.0	1832.0
RNASEH2A	1639.0	8394.0
RNASEH2B	1057.0	2529.0
RNASEH2C	1460.5	3762.08
RNASEK	7170.27	8006.03
RNASEL	469.0	421.0
RNASEN	3098.0	2561.0
RNASET2	1943.0	1800.0
RND1	65.0	104.0
RND2	139.0	76.0
RND3	2453.0	8020.0
RNF103	1062.0	1256.21
RNF10	6694.0	3212.0
RNF111	504.0	1752.0
RNF112	50.0	6.0
RNF113A	678.0	977.0
RNF113B	0.0	0.0
RNF114	2253.0	7330.0
RNF115	538.0	2459.0
RNF11	2071.0	6964.0
RNF121	1179.0	1016.0
RNF122	469.0	820.0
RNF123	921.0	344.0
RNF125	141.0	126.0
RNF126P1	3.0	15.0
RNF126	1423.0	2935.0
RNF128	43.0	2105.0
RNF130	2770.0	1619.0
RNF133	0.0	4.0
RNF135	1132.0	895.0
RNF138P1	19.0	129.0
RNF138	758.0	2375.0
RNF139	1370.12	6932.0
RNF13	1265.0	9193.0
RNF141	1481.0	7703.0
RNF144A	912.0	2012.0
RNF144B	514.0	2379.0
RNF145	2496.0	9348.0
RNF146	774.0	1170.0
RNF148	3.0	8.0
RNF149	2782.0	5223.0
RNF14	1912.0	5007.0
RNF150	15.0	40.0
RNF151	0.0	0.0
RNF152	171.0	77.0
RNF157	42.0	195.0
RNF160	403.0	2814.0
RNF165	44.72	46.0
RNF166	952.0	704.0
RNF167	4794.0	5615.0
RNF168	70.0	283.0
RNF169	265.51	399.51
RNF170	393.0	925.0
RNF175	62.0	86.0
RNF17	0.0	2.0
RNF180	73.0	68.0
RNF181	3479.0	7841.0
RNF182	5.0	29.0
RNF183	3.0	114.0
RNF185	1135.0	3925.67
RNF186	0.0	1.0
RNF187	8799.0	4667.0
RNF19A	1608.0	2427.0
RNF19B	2457.0	3910.0
RNF207	387.0	130.0
RNF208	105.0	155.0
RNF20	954.0	1230.0
RNF212	519.0	42.0
RNF213	6073.9	2371.0
RNF214	476.0	468.0
RNF215	684.0	1102.0
RNF216L	568.96	1360.0
RNF216	2005.0	2050.0
RNF217	214.96	767.85
RNF219	326.0	1019.0
RNF220	2301.76	2142.84
RNF222	7.0	12.0
RNF24	302.0	733.0
RNF25	1398.0	2109.0
RNF26	3171.0	1727.0
RNF2	646.0	4059.0
RNF31	1671.55	1194.0
RNF32	64.0	25.0
RNF34	1016.27	3286.19
RNF38	486.0	436.0
RNF39	351.0	34.0
RNF40	4184.0	1808.0
RNF41	1089.0	5494.0
RNF43	130.0	455.0
RNF44	1972.0	511.0
RNF4	2143.0	1834.0
RNF5P1	474.0	1204.0
RNF5	1742.0	2229.0
RNF6	1176.0	1884.0
RNF7	3270.0	12954.0
RNF8	968.0	1435.0
RNFT1	384.0	2951.0
RNFT2	129.0	21.0
RNGTT	551.0	2462.0
RNH1	12193.0	8442.0
RNLS	188.0	205.0
RNMTL1	556.0	1709.0
RNMT	1096.0	1705.0
RNPC3	176.0	255.0
RNPEPL1	5185.0	2640.0
RNPEP	4413.0	2857.0
RNPS1	5025.0	9673.0
RNU11	0.0	0.0
RNU4ATAC	0.0	1.0
RNU5E	0.0	0.0
RNU6ATAC	0.0	0.0
RNY4	0.0	0.0
RNY5	0.0	0.0
ROBLD3	2190.0	2189.0
ROBO1	742.0	2685.0
ROBO2	35.0	108.0
ROBO3	344.0	507.0
ROBO4	707.0	877.0
ROCK1	1259.0	1312.0
ROCK2	385.0	781.0
ROD1	2424.0	21010.0
ROGDI	1852.0	1291.0
ROM1	496.0	92.0
ROMO1	3276.0	8937.0
ROPN1B	1.0	1.0
ROPN1L	8.0	72.0
ROPN1	4.0	113.0
ROR1	15.0	33.0
ROR2	713.0	306.0
RORA	348.0	764.0
RORB	3.0	2.0
RORC	58.0	395.0
ROS1	236.0	139.0
RP1-177G6.2	0.0	0.0
RP1L1	24.0	4.0
RP1	18.0	2.0
RP2	325.0	3016.0
RP9P	739.0	477.0
RP9	404.0	606.0
RPA1	3139.0	9081.0
RPA2	1962.0	5770.0
RPA3	995.0	7345.0
RPA4	0.0	2.0
RPAIN	808.93	3039.38
RPAP1	926.0	612.0
RPAP2	297.0	1973.0
RPAP3	786.0	2148.0
RPE65	0.0	3.0
RPE	1015.82	4525.03
RPF1	1031.0	4008.0
RPF2	532.0	3389.0
RPGRIP1L	178.0	354.0
RPGRIP1	12.0	4.0
RPGR	160.0	280.0
RPH3AL	520.0	757.0
RPH3A	1.0	0.0
RPIA	618.0	1248.0
RPL10A	16711.0	66398.0
RPL10L	0.0	3.0
RPL10	19662.58	43016.47
RPL11	29277.0	41890.0
RPL12	11815.0	28360.0
RPL13AP17	0.0	1.0
RPL13AP20	94.0	171.0
RPL13AP3	41.0	105.0
RPL13AP6	188.0	28.0
RPL13A	25059.0	29451.0
RPL13P5	44.0	22.0
RPL13	40530.0	66034.0
RPL14	10447.0	14938.0
RPL15	17048.0	56810.0
RPL17	2530.39	13075.62
RPL18A	1270.0	7847.0
RPL18	43022.0	78284.0
RPL19P12	584.0	2284.0
RPL19	31717.0	80288.0
RPL21P44	1.0	2.0
RPL21	9.0	10.0
RPL22L1	1418.0	5884.0
RPL22	9648.0	13258.0
RPL23AP32	0.0	1.0
RPL23AP53	125.0	244.0
RPL23AP64	1.0	1.0
RPL23AP7	138.0	666.0
RPL23AP82	241.0	1606.0
RPL23A	5235.0	9828.0
RPL23P8	361.0	1070.0
RPL23	21241.0	51803.0
RPL24	12140.0	57586.0
RPL26L1	686.0	1992.0
RPL26	17850.0	44922.0
RPL27A	20222.0	70989.0
RPL27	25709.0	145888.0
RPL28	57074.0	71032.0
RPL29P2	0.0	1.0
RPL29	10929.0	36476.0
RPL30	35381.0	48133.0
RPL31P11	3.0	11.0
RPL31	22821.0	59422.0
RPL32P3	101.0	109.03
RPL32	16219.0	55708.0
RPL34	15074.0	48779.0
RPL35A	19235.0	63594.0
RPL35	29418.0	97402.0
RPL36AL	4919.0	14676.0
RPL36A	193.0	674.0
RPL36	14178.0	55304.0
RPL37A	34602.0	77627.0
RPL37	43251.0	100491.0
RPL38	14421.0	34630.0
RPL39L	360.0	5916.0
RPL39	710.0	3252.0
RPL3L	60.0	138.0
RPL3	38317.0	71747.0
RPL41	37487.0	98396.0
RPL4	34499.0	67933.0
RPL5	23921.0	106673.0
RPL6	12689.0	22834.0
RPL7A	19408.0	72528.0
RPL7L1	1000.0	4959.0
RPL7	1206.0	2995.0
RPL8	85270.0	156678.0
RPL9	2970.0	12091.0
RPLP0P2	322.0	483.0
RPLP0	43799.0	109983.0
RPLP1	55540.0	112114.0
RPLP2	33265.0	52505.0
RPN1	15270.0	43999.0
RPN2	15715.0	20123.0
RPP14	439.0	2390.0
RPP21	1024.0	2627.18
RPP25	1602.0	1356.0
RPP30	1001.0	2215.0
RPP38	658.0	1172.0
RPP40	210.0	1247.0
RPPH1	17.0	1090.0
RPRD1A	730.0	7796.0
RPRD1B	1159.0	2810.0
RPRD2	1070.0	1034.0
RPRML	2.0	1.0
RPRM	19.0	48.0
RPS10P7	82.0	129.0
RPS10	6436.0	32183.0
RPS11	57328.0	115372.0
RPS12	22557.0	68082.0
RPS13	12566.0	48160.0
RPS14	24611.0	98805.0
RPS15AP10	0.0	2.0
RPS15A	17471.0	115965.0
RPS15	7130.0	27281.0
RPS16	31832.0	117030.0
RPS17	30653.0	78884.0
RPS18	24194.0	202886.0
RPS19BP1	2540.0	6016.0
RPS19	53786.0	88910.0
RPS20	44950.0	61389.0
RPS21	15298.0	79183.0
RPS23	23715.0	47333.0
RPS24	40095.0	59402.0
RPS25	11213.0	16876.0
RPS26P11	5.0	12.0
RPS26	3754.0	7078.0
RPS27A	10312.0	38043.0
RPS27L	1876.0	4541.0
RPS27	134.0	294.0
RPS28	1349.0	36.0
RPS29	8505.0	47271.0
RPS2P32	13.0	37.0
RPS2	16081.0	28636.0
RPS3A	6902.0	90798.0
RPS3	50008.0	123512.0
RPS4X	33067.0	110983.0
RPS4Y1	2286.0	25542.0
RPS4Y2	0.0	3.0
RPS5	34829.06	149394.0
RPS6KA1	3480.0	4532.0
RPS6KA2	1177.0	168.0
RPS6KA3	898.0	3006.0
RPS6KA4	4920.0	1958.0
RPS6KA5	63.0	303.0
RPS6KA6	1.0	158.0
RPS6KB1	927.0	2093.0
RPS6KB2	2385.0	6612.0
RPS6KC1	837.0	1468.0
RPS6KL1	57.0	138.0
RPS6	50602.0	167825.0
RPS7	5964.0	41557.0
RPS8	32531.0	120714.0
RPS9	32901.0	78404.0
RPSAP52	26.0	177.0
RPSAP58	13707.0	65169.0
RPSAP9	65.0	100.0
RPSA	5832.0	35756.0
RPTN	113.0	2.0
RPTOR	1448.99	637.0
RPUSD1	1161.0	1797.0
RPUSD2	591.0	1395.0
RPUSD3	833.0	1239.0
RPUSD4	790.0	1077.0
RQCD1	260.0	1654.0
RRAD	5270.0	1206.0
RRAGA	3261.0	4269.0
RRAGB	388.0	1103.0
RRAGC	304.93	1661.0
RRAGD	457.0	127.0
RRAS2	1283.0	6865.0
RRAS	8880.0	6278.0
RRBP1	15203.0	2821.0
RREB1	526.0	599.0
RRH	1.0	10.0
RRM1	2725.0	6431.0
RRM2B	900.0	4756.0
RRM2	1521.0	21501.0
RRN3P1	110.0	156.0
RRN3P2	37.0	43.0
RRN3P3	54.86	29.78
RRN3	1249.0	2498.0
RRP12	2740.0	878.0
RRP15	764.0	2682.0
RRP1B	1156.0	1508.0
RRP1	1622.0	2188.0
RRP7A	1634.0	10933.0
RRP7B	164.46	477.76
RRP8	759.0	1556.0
RRP9	1025.0	1748.0
RRS1	1474.0	714.0
RS1	5.0	2.0
RSAD1	1002.0	752.0
RSAD2	1085.0	2395.0
RSBN1L	357.93	774.73
RSBN1	349.0	1801.0
RSC1A1	123.19	384.93
RSF1	637.0	421.0
RSL1D1	4432.0	18746.0
RSL24D1	2128.0	24180.0
RSPH10B2	1.0	11.0
RSPH1	24.0	1.0
RSPH3	217.0	342.0
RSPH4A	6.0	10.0
RSPH6A	1.0	39.0
RSPH9	7.0	15.0
RSPO1	28.0	3.0
RSPO2	2.0	1.0
RSPO3	18.0	153.0
RSPO4	536.0	2.0
RSPRY1	225.0	2576.0
RSRC1	278.0	1390.0
RSRC2	1778.0	2172.0
RSU1	2717.0	4727.0
RTBDN	22.0	86.0
RTCD1	1395.0	2436.0
RTDR1	1.0	13.0
RTEL1	933.08	870.19
RTF1	1448.0	2723.0
RTKN2	186.0	495.0
RTKN	2476.0	4759.0
RTL1	0.0	0.0
RTN1	61.0	25.0
RTN2	1109.0	463.0
RTN3	4338.0	2756.0
RTN4IP1	306.0	1654.0
RTN4RL1	62.0	257.0
RTN4RL2	55.0	162.0
RTN4R	1557.0	1000.0
RTN4	12309.0	23698.0
RTP1	2.0	0.0
RTP2	0.0	0.0
RTP3	84.0	0.0
RTP4	673.0	759.0
RTTN	162.0	4645.0
RUFY1	2706.0	564.0
RUFY2	437.03	748.0
RUFY3	839.0	842.0
RUFY4	51.0	5.0
RUNDC1	748.0	807.0
RUNDC2A	21.0	207.0
RUNDC2C	9.0	19.81
RUNDC3A	207.0	133.0
RUNDC3B	16.0	36.0
RUNX1T1	9.0	41.0
RUNX1	5191.0	2770.0
RUNX2	1049.0	928.0
RUNX3	1439.0	1181.0
RUSC1	2892.0	2099.0
RUSC2	1511.0	408.0
RUVBL1	3085.62	9122.24
RUVBL2	6086.0	11049.0
RWDD1	2230.0	7179.0
RWDD2A	142.0	1396.0
RWDD2B	552.0	2997.0
RWDD3	398.85	1362.9
RWDD4A	720.0	3900.0
RXFP1	297.0	3.0
RXFP2	0.0	0.0
RXFP3	0.0	1.0
RXFP4	0.0	27.0
RXRA	5990.0	2048.0
RXRB	2401.0	2706.0
RXRG	15.0	25.0
RYBP	848.0	1678.0
RYK	1752.0	8848.0
RYR1	3742.0	653.0
RYR2	46.0	31.0
RYR3	29.0	16.0
S100A10	42659.0	66833.0
S100A11	60119.0	101569.0
S100A12	220.0	158.0
S100A13	5234.0	16822.0
S100A14	16086.0	37637.0
S100A16	18445.0	40314.0
S100A1	666.0	656.0
S100A2	45658.0	447791.0
S100A3	83.0	573.0
S100A4	4313.0	13415.0
S100A5	3.0	39.0
S100A6	40506.0	272751.0
S100A7A	1204.0	67.0
S100A7L2	0.0	0.0
S100A7	26743.0	3213.0
S100A8	28244.0	67630.0
S100A9	83093.0	139545.0
S100B	752.0	505.0
S100G	0.0	0.0
S100PBP	742.0	2213.0
S100P	205.0	1322.0
S100Z	5.0	3.0
S1PR1	405.0	906.0
S1PR2	869.0	602.0
S1PR3	565.0	2098.98
S1PR4	118.0	2298.0
S1PR5	2172.0	387.0
SAA1	1245.0	2525.0
SAA2	1192.0	649.0
SAA3P	0.0	0.0
SAA4	11.0	58.0
SAAL1	680.0	1696.0
SAC3D1	825.0	619.0
SACM1L	580.0	2360.0
SACS	728.0	1445.0
SAE1	7191.0	7073.0
SAFB2	2029.0	581.0
SAFB	3161.0	1074.0
SAGE1	240.0	0.0
SAG	0.0	3.0
SALL1	145.0	121.0
SALL2	128.0	103.0
SALL3	0.0	3.0
SALL4	68.0	80.0
SAMD10	165.0	174.0
SAMD11	169.7	91.17
SAMD12	428.0	173.0
SAMD13	9.0	19.0
SAMD14	91.0	83.0
SAMD1	950.0	570.0
SAMD3	32.0	12.0
SAMD4A	1091.0	1532.0
SAMD4B	3309.0	1702.0
SAMD5	138.0	47.0
SAMD7	0.0	0.0
SAMD8	158.0	579.0
SAMD9L	1494.0	507.0
SAMD9	1420.0	1496.0
SAMHD1	496.62	1245.33
SAMM50	1429.0	5513.91
SAMSN1	236.0	615.0
SAP130	817.0	1074.0
SAP18	4092.0	9046.0
SAP30BP	3002.0	3198.0
SAP30L	1282.0	610.0
SAP30	274.0	472.0
SAPS1	6903.0	2265.0
SAPS2	1896.0	1706.0
SAPS3	2578.0	2814.0
SAR1A	3610.0	12786.0
SAR1B	759.0	5810.0
SARDH	335.0	66.0
SARM1	517.97	56.61
SARNP	2230.88	7283.54
SARS2	1411.23	1071.14
SARS	5375.0	13938.0
SART1	4144.0	1026.0
SART3	1652.0	1897.0
SASH1	573.0	425.0
SASH3	622.0	386.0
SASS6	183.0	841.0
SAT1	16330.0	28239.0
SAT2	1359.0	2184.0
SATB1	376.0	423.0
SATB2	231.0	311.0
SATL1	31.0	34.0
SAV1	656.0	1918.0
SBDSP1	1021.0	895.0
SBDS	3929.0	4659.0
SBF1P1	1.0	0.0
SBF1	2075.0	2034.0
SBF2	583.45	887.09
SBK1	46.0	32.0
SBK2	2.0	2.0
SBNO1	166.0	840.0
SBNO2	3997.0	1043.0
SBSN	7032.0	455.0
SC4MOL	1294.0	14195.0
SC5DL	954.0	8252.0
SC65	3363.0	5030.0
SCAF1	7584.0	1118.0
SCAI	188.0	696.0
SCAMP1	2286.0	4195.0
SCAMP2	3884.0	2662.0
SCAMP3	4177.0	2590.0
SCAMP4	2242.0	1945.0
SCAMP5	1412.0	231.0
SCAND1	3029.0	3151.0
